Date,Month,Week,EMP Name,Supervisor Name,Calls Handled,Sales,Average Handle Time,Login Hours,Target Login Hours,Total Handle Time
12-Mar-17,Mar-17,11,EMP-16,Supervisor-3,63,14,355,8.8,9,22365
12-Mar-17,Mar-17,11,EMP-17,Supervisor-3,61,11,306,4.9,9,18666
12-Mar-17,Mar-17,11,EMP-18,Supervisor-3,46,7,551,6.9,9,25346
12-Mar-17,Mar-17,11,EMP-19,Supervisor-3,70,13,476,6.9,9,33320
12-Mar-17,Mar-17,11,EMP-20,Supervisor-3,48,26,600,7.8,9,28800
13-Mar-17,Mar-17,12,EMP-1,Supervisor-1,34,22,371,5.9,9,12614
13-Mar-17,Mar-17,12,EMP-2,Supervisor-1,63,25,315,5.9,9,19845
13-Mar-17,Mar-17,12,EMP-3,Supervisor-1,69,20,401,7.8,9,27669
13-Mar-17,Mar-17,12,EMP-4,Supervisor-1,70,16,387,4.9,9,27090
13-Mar-17,Mar-17,12,EMP-5,Supervisor-1,37,21,538,7.8,9,19906
13-Mar-17,Mar-17,12,EMP-6,Supervisor-2,47,19,429,9,9,20163
13-Mar-17,Mar-17,12,EMP-7,Supervisor-2,67,13,359,9,9,24053
13-Mar-17,Mar-17,12,EMP-8,Supervisor-2,30,21,441,7.8,9,13230
13-Mar-17,Mar-17,12,EMP-9,Supervisor-2,68,5,314,4.9,9,21352
13-Mar-17,Mar-17,12,EMP-10,Supervisor-2,30,9,586,8.8,9,17580
13-Mar-17,Mar-17,12,EMP-11,Supervisor-2,36,26,510,7.8,9,18360
13-Mar-17,Mar-17,12,EMP-12,Supervisor-2,35,11,362,5.9,9,12670
13-Mar-17,Mar-17,12,EMP-13,Supervisor-2,70,16,489,8.8,9,34230
13-Mar-17,Mar-17,12,EMP-14,Supervisor-2,61,0,415,7.8,9,25315
13-Mar-17,Mar-17,12,EMP-15,Supervisor-3,32,26,319,8.8,9,10208
13-Mar-17,Mar-17,12,EMP-16,Supervisor-3,69,19,428,6.9,9,29532
13-Mar-17,Mar-17,12,EMP-17,Supervisor-3,47,9,516,6.9,9,24252
13-Mar-17,Mar-17,12,EMP-18,Supervisor-3,47,0,347,8.8,9,16309
13-Mar-17,Mar-17,12,EMP-19,Supervisor-3,42,17,525,5.9,9,22050
13-Mar-17,Mar-17,12,EMP-20,Supervisor-3,33,6,573,7.8,9,18909
14-Mar-17,Mar-17,12,EMP-1,Supervisor-1,31,14,600,9,9,18600
14-Mar-17,Mar-17,12,EMP-2,Supervisor-1,52,16,478,7.8,9,24856
14-Mar-17,Mar-17,12,EMP-3,Supervisor-1,61,12,533,9,9,32513
14-Mar-17,Mar-17,12,EMP-4,Supervisor-1,53,0,440,4.9,9,23320
14-Mar-17,Mar-17,12,EMP-5,Supervisor-1,39,26,315,6.9,9,12285
14-Mar-17,Mar-17,12,EMP-6,Supervisor-2,41,26,538,7.8,9,22058
14-Mar-17,Mar-17,12,EMP-7,Supervisor-2,70,7,334,8.8,9,23380
14-Mar-17,Mar-17,12,EMP-8,Supervisor-2,56,8,483,9,9,27048
14-Mar-17,Mar-17,12,EMP-9,Supervisor-2,70,14,337,7.8,9,23590
14-Mar-17,Mar-17,12,EMP-10,Supervisor-2,69,15,576,8.8,9,39744
14-Mar-17,Mar-17,12,EMP-11,Supervisor-2,45,26,522,4.9,9,23490
14-Mar-17,Mar-17,12,EMP-12,Supervisor-2,52,27,474,4.9,9,24648
14-Mar-17,Mar-17,12,EMP-13,Supervisor-2,67,6,370,9,9,24790
14-Mar-17,Mar-17,12,EMP-14,Supervisor-2,36,5,368,9,9,13248
14-Mar-17,Mar-17,12,EMP-15,Supervisor-3,68,18,534,6.9,9,36312
14-Mar-17,Mar-17,12,EMP-16,Supervisor-3,51,10,319,6.9,9,16269
14-Mar-17,Mar-17,12,EMP-17,Supervisor-3,42,13,412,4.9,9,17304
14-Mar-17,Mar-17,12,EMP-18,Supervisor-3,70,17,530,9,9,37100
14-Mar-17,Mar-17,12,EMP-19,Supervisor-3,61,6,457,4.9,9,27877
14-Mar-17,Mar-17,12,EMP-20,Supervisor-3,64,16,452,9,9,28928
15-Mar-17,Mar-17,12,EMP-1,Supervisor-1,49,16,441,6.9,9,21609
15-Mar-17,Mar-17,12,EMP-2,Supervisor-1,64,16,500,7.8,9,32000
15-Mar-17,Mar-17,12,EMP-3,Supervisor-1,48,27,600,6.9,9,28800
15-Mar-17,Mar-17,12,EMP-4,Supervisor-1,56,9,312,4.9,9,17472
15-Mar-17,Mar-17,12,EMP-5,Supervisor-1,41,24,495,5.9,9,20295
15-Mar-17,Mar-17,12,EMP-6,Supervisor-2,39,16,475,7.8,9,18525
15-Mar-17,Mar-17,12,EMP-7,Supervisor-2,70,27,535,8.8,9,37450
15-Mar-17,Mar-17,12,EMP-8,Supervisor-2,47,6,405,8.8,9,19035
15-Mar-17,Mar-17,12,EMP-9,Supervisor-2,54,10,321,6.9,9,17334
15-Mar-17,Mar-17,12,EMP-10,Supervisor-2,52,5,577,6.9,9,30004
15-Mar-17,Mar-17,12,EMP-11,Supervisor-2,61,8,563,7.8,9,34343
15-Mar-17,Mar-17,12,EMP-12,Supervisor-2,38,27,302,6.9,9,11476
15-Mar-17,Mar-17,12,EMP-13,Supervisor-2,37,9,372,5.9,9,13764
15-Mar-17,Mar-17,12,EMP-14,Supervisor-2,35,14,306,6.9,9,10710
15-Mar-17,Mar-17,12,EMP-15,Supervisor-3,30,19,584,4.9,9,17520
15-Mar-17,Mar-17,12,EMP-16,Supervisor-3,30,18,556,6.9,9,16680
15-Mar-17,Mar-17,12,EMP-17,Supervisor-3,35,9,470,8.8,9,16450
15-Mar-17,Mar-17,12,EMP-18,Supervisor-3,57,19,328,7.8,9,18696
15-Mar-17,Mar-17,12,EMP-19,Supervisor-3,49,9,508,6.9,9,24892
15-Mar-17,Mar-17,12,EMP-20,Supervisor-3,63,14,459,9,9,28917
16-Mar-17,Mar-17,12,EMP-1,Supervisor-1,57,8,450,4.9,9,25650
16-Mar-17,Mar-17,12,EMP-2,Supervisor-1,51,27,529,5.9,9,26979
16-Mar-17,Mar-17,12,EMP-3,Supervisor-1,45,18,592,4.9,9,26640
16-Mar-17,Mar-17,12,EMP-4,Supervisor-1,54,15,520,6.9,9,28080
16-Mar-17,Mar-17,12,EMP-5,Supervisor-1,54,25,586,4.9,9,31644
16-Mar-17,Mar-17,12,EMP-6,Supervisor-2,56,22,525,9,9,29400
16-Mar-17,Mar-17,12,EMP-7,Supervisor-2,58,15,496,4.9,9,28768
16-Mar-17,Mar-17,12,EMP-8,Supervisor-2,36,24,527,9,9,18972
16-Mar-17,Mar-17,12,EMP-9,Supervisor-2,54,22,342,5.9,9,18468
16-Mar-17,Mar-17,12,EMP-10,Supervisor-2,53,11,597,5.9,9,31641
16-Mar-17,Mar-17,12,EMP-11,Supervisor-2,36,8,359,7.8,9,12924
16-Mar-17,Mar-17,12,EMP-12,Supervisor-2,44,16,379,8.8,9,16676
16-Mar-17,Mar-17,12,EMP-13,Supervisor-2,45,7,511,4.9,9,22995
16-Mar-17,Mar-17,12,EMP-14,Supervisor-2,42,14,442,5.9,9,18564
16-Mar-17,Mar-17,12,EMP-15,Supervisor-3,47,27,478,5.9,9,22466
16-Mar-17,Mar-17,12,EMP-16,Supervisor-3,41,8,443,5.9,9,18163
16-Mar-17,Mar-17,12,EMP-17,Supervisor-3,44,13,473,6.9,9,20812
16-Mar-17,Mar-17,12,EMP-18,Supervisor-3,34,18,496,7.8,9,16864
16-Mar-17,Mar-17,12,EMP-19,Supervisor-3,54,9,567,7.8,9,30618
16-Mar-17,Mar-17,12,EMP-20,Supervisor-3,70,21,599,9,9,41930
17-Mar-17,Mar-17,12,EMP-1,Supervisor-1,57,17,538,4.9,9,30666
17-Mar-17,Mar-17,12,EMP-2,Supervisor-1,55,18,545,8.8,9,29975
17-Mar-17,Mar-17,12,EMP-3,Supervisor-1,39,7,368,5.9,9,14352
17-Mar-17,Mar-17,12,EMP-4,Supervisor-1,52,7,576,8.8,9,29952
17-Mar-17,Mar-17,12,EMP-5,Supervisor-1,62,15,373,7.8,9,23126
17-Mar-17,Mar-17,12,EMP-6,Supervisor-2,70,27,500,6.9,9,35000
17-Mar-17,Mar-17,12,EMP-7,Supervisor-2,48,0,450,4.9,9,21600
17-Mar-17,Mar-17,12,EMP-8,Supervisor-2,43,11,499,8.8,9,21457
17-Mar-17,Mar-17,12,EMP-9,Supervisor-2,65,13,418,6.9,9,27170
17-Mar-17,Mar-17,12,EMP-10,Supervisor-2,58,20,540,4.9,9,31320
17-Mar-17,Mar-17,12,EMP-11,Supervisor-2,62,24,556,7.8,9,34472
17-Mar-17,Mar-17,12,EMP-12,Supervisor-2,69,7,444,9,9,30636
17-Mar-17,Mar-17,12,EMP-13,Supervisor-2,57,15,546,7.8,9,31122
17-Mar-17,Mar-17,12,EMP-14,Supervisor-2,62,27,336,4.9,9,20832
17-Mar-17,Mar-17,12,EMP-15,Supervisor-3,44,7,490,7.8,9,21560
17-Mar-17,Mar-17,12,EMP-16,Supervisor-3,33,5,424,4.9,9,13992
17-Mar-17,Mar-17,12,EMP-17,Supervisor-3,70,21,362,5.9,9,25340
17-Mar-17,Mar-17,12,EMP-18,Supervisor-3,36,15,473,9,9,17028
17-Mar-17,Mar-17,12,EMP-19,Supervisor-3,30,16,511,5.9,9,15330
17-Mar-17,Mar-17,12,EMP-20,Supervisor-3,49,20,519,6.9,9,25431
18-Mar-17,Mar-17,12,EMP-1,Supervisor-1,69,23,566,6.9,9,39054
18-Mar-17,Mar-17,12,EMP-2,Supervisor-1,51,5,523,4.9,9,26673
18-Mar-17,Mar-17,12,EMP-3,Supervisor-1,61,16,510,7.8,9,31110
18-Mar-17,Mar-17,12,EMP-4,Supervisor-1,36,22,349,8.8,9,12564
18-Mar-17,Mar-17,12,EMP-5,Supervisor-1,54,26,475,6.9,9,25650
18-Mar-17,Mar-17,12,EMP-6,Supervisor-2,46,24,433,5.9,9,19918
18-Mar-17,Mar-17,12,EMP-7,Supervisor-2,67,13,489,9,9,32763
18-Mar-17,Mar-17,12,EMP-8,Supervisor-2,37,20,552,9,9,20424
18-Mar-17,Mar-17,12,EMP-9,Supervisor-2,64,8,539,6.9,9,34496
18-Mar-17,Mar-17,12,EMP-10,Supervisor-2,36,26,569,7.8,9,20484
18-Mar-17,Mar-17,12,EMP-11,Supervisor-2,46,12,310,4.9,9,14260
18-Mar-17,Mar-17,12,EMP-12,Supervisor-2,49,8,384,6.9,9,18816
18-Mar-17,Mar-17,12,EMP-13,Supervisor-2,32,8,453,8.8,9,14496
18-Mar-17,Mar-17,12,EMP-14,Supervisor-2,31,17,462,4.9,9,14322
18-Mar-17,Mar-17,12,EMP-15,Supervisor-3,54,27,413,7.8,9,22302
18-Mar-17,Mar-17,12,EMP-16,Supervisor-3,49,15,306,5.9,9,14994
18-Mar-17,Mar-17,12,EMP-17,Supervisor-3,49,19,474,9,9,23226
18-Mar-17,Mar-17,12,EMP-18,Supervisor-3,61,13,576,7.8,9,35136
18-Mar-17,Mar-17,12,EMP-19,Supervisor-3,62,19,453,9,9,28086
18-Mar-17,Mar-17,12,EMP-20,Supervisor-3,59,13,385,8.8,9,22715
19-Mar-17,Mar-17,12,EMP-1,Supervisor-1,67,23,489,7.8,9,32763
19-Mar-17,Mar-17,12,EMP-2,Supervisor-1,41,17,442,4.9,9,18122
19-Mar-17,Mar-17,12,EMP-3,Supervisor-1,40,8,597,9,9,23880
19-Mar-17,Mar-17,12,EMP-4,Supervisor-1,56,18,306,5.9,9,17136
19-Mar-17,Mar-17,12,EMP-5,Supervisor-1,64,23,384,5.9,9,24576
19-Mar-17,Mar-17,12,EMP-6,Supervisor-2,47,21,339,6.9,9,15933
19-Mar-17,Mar-17,12,EMP-7,Supervisor-2,63,20,307,4.9,9,19341
19-Mar-17,Mar-17,12,EMP-8,Supervisor-2,50,21,352,8.8,9,17600
19-Mar-17,Mar-17,12,EMP-9,Supervisor-2,70,7,475,9,9,33250
19-Mar-17,Mar-17,12,EMP-10,Supervisor-2,45,22,537,6.9,9,24165
19-Mar-17,Mar-17,12,EMP-11,Supervisor-2,56,5,325,4.9,9,18200
19-Mar-17,Mar-17,12,EMP-12,Supervisor-2,61,20,404,7.8,9,24644
19-Mar-17,Mar-17,12,EMP-13,Supervisor-2,57,27,541,7.8,9,30837
19-Mar-17,Mar-17,12,EMP-14,Supervisor-2,59,21,484,8.8,9,28556
19-Mar-17,Mar-17,12,EMP-15,Supervisor-3,44,19,339,4.9,9,14916
19-Mar-17,Mar-17,12,EMP-16,Supervisor-3,60,19,561,9,9,33660
19-Mar-17,Mar-17,12,EMP-17,Supervisor-3,61,16,424,9,9,25864
19-Mar-17,Mar-17,12,EMP-18,Supervisor-3,57,17,382,9,9,21774
19-Mar-17,Mar-17,12,EMP-19,Supervisor-3,52,23,372,8.8,9,19344
19-Mar-17,Mar-17,12,EMP-20,Supervisor-3,37,18,474,6.9,9,17538
20-Mar-17,Mar-17,13,EMP-1,Supervisor-1,53,22,542,7.8,9,28726
20-Mar-17,Mar-17,13,EMP-2,Supervisor-1,70,24,378,5.9,9,26460
20-Mar-17,Mar-17,13,EMP-3,Supervisor-1,51,14,596,9,9,30396
20-Mar-17,Mar-17,13,EMP-4,Supervisor-1,37,23,437,6.9,9,16169
20-Mar-17,Mar-17,13,EMP-5,Supervisor-1,33,5,405,9,9,13365
20-Mar-17,Mar-17,13,EMP-6,Supervisor-2,38,21,513,8.8,9,19494
20-Mar-17,Mar-17,13,EMP-7,Supervisor-2,58,21,340,5.9,9,19720
20-Mar-17,Mar-17,13,EMP-8,Supervisor-2,52,16,560,8.8,9,29120
20-Mar-17,Mar-17,13,EMP-9,Supervisor-2,34,27,392,9,9,13328
20-Mar-17,Mar-17,13,EMP-10,Supervisor-2,41,24,479,8.8,9,19639
20-Mar-17,Mar-17,13,EMP-11,Supervisor-2,41,7,365,7.8,9,14965
20-Mar-17,Mar-17,13,EMP-12,Supervisor-2,36,24,451,5.9,9,16236
20-Mar-17,Mar-17,13,EMP-13,Supervisor-2,61,21,548,9,9,33428
20-Mar-17,Mar-17,13,EMP-14,Supervisor-2,48,22,574,9,9,27552
20-Mar-17,Mar-17,13,EMP-15,Supervisor-3,58,24,305,6.9,9,17690
20-Mar-17,Mar-17,13,EMP-16,Supervisor-3,40,22,342,8.8,9,13680
20-Mar-17,Mar-17,13,EMP-17,Supervisor-3,51,25,571,4.9,9,29121
20-Mar-17,Mar-17,13,EMP-18,Supervisor-3,43,26,534,7.8,9,22962
20-Mar-17,Mar-17,13,EMP-19,Supervisor-3,61,18,447,8.8,9,27267
20-Mar-17,Mar-17,13,EMP-20,Supervisor-3,45,20,494,5.9,9,22230
21-Mar-17,Mar-17,13,EMP-1,Supervisor-1,35,10,392,4.9,9,13720
21-Mar-17,Mar-17,13,EMP-2,Supervisor-1,42,14,558,4.9,9,23436
21-Mar-17,Mar-17,13,EMP-3,Supervisor-1,54,14,379,8.8,9,20466
21-Mar-17,Mar-17,13,EMP-4,Supervisor-1,55,12,417,9,9,22935
21-Mar-17,Mar-17,13,EMP-5,Supervisor-1,63,22,470,8.8,9,29610
21-Mar-17,Mar-17,13,EMP-6,Supervisor-2,36,8,384,7.8,9,13824
21-Mar-17,Mar-17,13,EMP-7,Supervisor-2,56,13,370,7.8,9,20720
21-Mar-17,Mar-17,13,EMP-8,Supervisor-2,56,14,512,5.9,9,28672
21-Mar-17,Mar-17,13,EMP-9,Supervisor-2,46,9,594,7.8,9,27324
21-Mar-17,Mar-17,13,EMP-10,Supervisor-2,46,5,485,5.9,9,22310
21-Mar-17,Mar-17,13,EMP-11,Supervisor-2,65,10,389,7.8,9,25285
21-Mar-17,Mar-17,13,EMP-12,Supervisor-2,69,21,465,4.9,9,32085
21-Mar-17,Mar-17,13,EMP-13,Supervisor-2,70,6,315,8.8,9,22050
21-Mar-17,Mar-17,13,EMP-14,Supervisor-2,42,22,582,4.9,9,24444
21-Mar-17,Mar-17,13,EMP-15,Supervisor-3,58,21,512,7.8,9,29696
21-Mar-17,Mar-17,13,EMP-16,Supervisor-3,60,27,473,7.8,9,28380
21-Mar-17,Mar-17,13,EMP-17,Supervisor-3,70,17,303,9,9,21210
21-Mar-17,Mar-17,13,EMP-18,Supervisor-3,58,27,383,6.9,9,22214
21-Mar-17,Mar-17,13,EMP-19,Supervisor-3,67,20,538,9,9,36046
21-Mar-17,Mar-17,13,EMP-20,Supervisor-3,32,7,391,8.8,9,12512
22-Mar-17,Mar-17,13,EMP-1,Supervisor-1,60,9,585,7.8,9,35100
22-Mar-17,Mar-17,13,EMP-2,Supervisor-1,65,6,313,9,9,20345
22-Mar-17,Mar-17,13,EMP-3,Supervisor-1,56,17,547,4.9,9,30632
22-Mar-17,Mar-17,13,EMP-4,Supervisor-1,70,10,457,5.9,9,31990
22-Mar-17,Mar-17,13,EMP-5,Supervisor-1,32,0,349,5.9,9,11168
22-Mar-17,Mar-17,13,EMP-6,Supervisor-2,69,26,589,9,9,40641
22-Mar-17,Mar-17,13,EMP-7,Supervisor-2,38,9,425,6.9,9,16150
22-Mar-17,Mar-17,13,EMP-8,Supervisor-2,57,22,576,8.8,9,32832
22-Mar-17,Mar-17,13,EMP-9,Supervisor-2,37,8,368,5.9,9,13616
22-Mar-17,Mar-17,13,EMP-10,Supervisor-2,42,5,440,7.8,9,18480
22-Mar-17,Mar-17,13,EMP-11,Supervisor-2,43,18,472,6.9,9,20296
22-Mar-17,Mar-17,13,EMP-12,Supervisor-2,37,6,490,9,9,18130
22-Mar-17,Mar-17,13,EMP-13,Supervisor-2,70,18,436,8.8,9,30520
22-Mar-17,Mar-17,13,EMP-14,Supervisor-2,55,16,326,8.8,9,17930
22-Mar-17,Mar-17,13,EMP-15,Supervisor-3,62,22,370,5.9,9,22940
22-Mar-17,Mar-17,13,EMP-16,Supervisor-3,59,26,476,4.9,9,28084
22-Mar-17,Mar-17,13,EMP-17,Supervisor-3,37,21,372,8.8,9,13764
22-Mar-17,Mar-17,13,EMP-18,Supervisor-3,41,7,360,4.9,9,14760
22-Mar-17,Mar-17,13,EMP-19,Supervisor-3,48,11,590,7.8,9,28320
22-Mar-17,Mar-17,13,EMP-20,Supervisor-3,53,0,421,5.9,9,22313
23-Mar-17,Mar-17,13,EMP-1,Supervisor-1,62,9,543,8.8,9,33666
23-Mar-17,Mar-17,13,EMP-2,Supervisor-1,60,5,433,8.8,9,25980
23-Mar-17,Mar-17,13,EMP-3,Supervisor-1,60,21,470,5.9,9,28200
23-Mar-17,Mar-17,13,EMP-4,Supervisor-1,39,16,377,5.9,9,14703
23-Mar-17,Mar-17,13,EMP-5,Supervisor-1,47,9,589,8.8,9,27683
23-Mar-17,Mar-17,13,EMP-6,Supervisor-2,32,14,502,4.9,9,16064
23-Mar-17,Mar-17,13,EMP-7,Supervisor-2,65,24,560,5.9,9,36400
23-Mar-17,Mar-17,13,EMP-8,Supervisor-2,48,7,351,8.8,9,16848
23-Mar-17,Mar-17,13,EMP-9,Supervisor-2,40,20,340,6.9,9,13600
23-Mar-17,Mar-17,13,EMP-10,Supervisor-2,52,6,326,5.9,9,16952
23-Mar-17,Mar-17,13,EMP-11,Supervisor-2,66,21,541,4.9,9,35706
23-Mar-17,Mar-17,13,EMP-12,Supervisor-2,64,10,544,9,9,34816
23-Mar-17,Mar-17,13,EMP-13,Supervisor-2,58,0,460,5.9,9,26680
23-Mar-17,Mar-17,13,EMP-14,Supervisor-2,60,20,305,6.9,9,18300
23-Mar-17,Mar-17,13,EMP-15,Supervisor-3,34,25,568,6.9,9,19312
23-Mar-17,Mar-17,13,EMP-16,Supervisor-3,70,13,432,7.8,9,30240
23-Mar-17,Mar-17,13,EMP-17,Supervisor-3,31,6,490,4.9,9,15190
23-Mar-17,Mar-17,13,EMP-18,Supervisor-3,35,26,391,9,9,13685
23-Mar-17,Mar-17,13,EMP-19,Supervisor-3,45,15,531,4.9,9,23895
23-Mar-17,Mar-17,13,EMP-20,Supervisor-3,53,0,379,8.8,9,20087
24-Mar-17,Mar-17,13,EMP-1,Supervisor-1,40,20,464,9,9,18560
24-Mar-17,Mar-17,13,EMP-2,Supervisor-1,30,0,335,9,9,10050
24-Mar-17,Mar-17,13,EMP-3,Supervisor-1,60,22,361,9,9,21660
24-Mar-17,Mar-17,13,EMP-4,Supervisor-1,52,18,572,7.8,9,29744
24-Mar-17,Mar-17,13,EMP-5,Supervisor-1,57,20,570,4.9,9,32490
24-Mar-17,Mar-17,13,EMP-6,Supervisor-2,50,18,412,5.9,9,20600
24-Mar-17,Mar-17,13,EMP-7,Supervisor-2,41,22,508,7.8,9,20828
24-Mar-17,Mar-17,13,EMP-8,Supervisor-2,50,14,551,8.8,9,27550
24-Mar-17,Mar-17,13,EMP-9,Supervisor-2,33,6,506,5.9,9,16698
24-Mar-17,Mar-17,13,EMP-10,Supervisor-2,36,13,548,5.9,9,19728
24-Mar-17,Mar-17,13,EMP-11,Supervisor-2,67,21,546,8.8,9,36582
24-Mar-17,Mar-17,13,EMP-12,Supervisor-2,44,14,382,8.8,9,16808
24-Mar-17,Mar-17,13,EMP-13,Supervisor-2,32,11,309,4.9,9,9888
24-Mar-17,Mar-17,13,EMP-14,Supervisor-2,57,25,409,6.9,9,23313
24-Mar-17,Mar-17,13,EMP-15,Supervisor-3,41,13,466,8.8,9,19106
24-Mar-17,Mar-17,13,EMP-16,Supervisor-3,49,7,591,5.9,9,28959
24-Mar-17,Mar-17,13,EMP-17,Supervisor-3,31,11,437,8.8,9,13547
24-Mar-17,Mar-17,13,EMP-18,Supervisor-3,53,19,508,9,9,26924
24-Mar-17,Mar-17,13,EMP-19,Supervisor-3,32,9,427,9,9,13664
24-Mar-17,Mar-17,13,EMP-20,Supervisor-3,31,21,595,9,9,18445
25-Mar-17,Mar-17,13,EMP-1,Supervisor-1,33,26,343,6.9,9,11319
25-Mar-17,Mar-17,13,EMP-2,Supervisor-1,40,22,386,8.8,9,15440
25-Mar-17,Mar-17,13,EMP-3,Supervisor-1,43,12,352,8.8,9,15136
25-Mar-17,Mar-17,13,EMP-4,Supervisor-1,54,22,399,4.9,9,21546
25-Mar-17,Mar-17,13,EMP-5,Supervisor-1,48,16,334,9,9,16032
25-Mar-17,Mar-17,13,EMP-6,Supervisor-2,40,13,407,5.9,9,16280
25-Mar-17,Mar-17,13,EMP-7,Supervisor-2,67,0,492,4.9,9,32964
25-Mar-17,Mar-17,13,EMP-8,Supervisor-2,70,27,575,5.9,9,40250
25-Mar-17,Mar-17,13,EMP-9,Supervisor-2,68,20,585,7.8,9,39780
25-Mar-17,Mar-17,13,EMP-10,Supervisor-2,63,0,443,9,9,27909
25-Mar-17,Mar-17,13,EMP-11,Supervisor-2,40,5,536,4.9,9,21440
25-Mar-17,Mar-17,13,EMP-12,Supervisor-2,57,11,326,7.8,9,18582
25-Mar-17,Mar-17,13,EMP-13,Supervisor-2,55,24,544,4.9,9,29920
25-Mar-17,Mar-17,13,EMP-14,Supervisor-2,31,27,504,4.9,9,15624
25-Mar-17,Mar-17,13,EMP-15,Supervisor-3,55,13,469,9,9,25795
25-Mar-17,Mar-17,13,EMP-16,Supervisor-3,52,18,464,8.8,9,24128
25-Mar-17,Mar-17,13,EMP-17,Supervisor-3,62,8,346,8.8,9,21452
25-Mar-17,Mar-17,13,EMP-18,Supervisor-3,43,5,597,8.8,9,25671
25-Mar-17,Mar-17,13,EMP-19,Supervisor-3,30,10,414,8.8,9,12420
25-Mar-17,Mar-17,13,EMP-20,Supervisor-3,51,21,331,4.9,9,16881
26-Mar-17,Mar-17,13,EMP-1,Supervisor-1,40,24,538,9,9,21520
26-Mar-17,Mar-17,13,EMP-2,Supervisor-1,38,10,393,7.8,9,14934
26-Mar-17,Mar-17,13,EMP-3,Supervisor-1,68,8,463,9,9,31484
26-Mar-17,Mar-17,13,EMP-4,Supervisor-1,41,25,465,9,9,19065
26-Mar-17,Mar-17,13,EMP-5,Supervisor-1,46,10,557,4.9,9,25622
26-Mar-17,Mar-17,13,EMP-6,Supervisor-2,33,13,416,8.8,9,13728
26-Mar-17,Mar-17,13,EMP-7,Supervisor-2,69,6,321,7.8,9,22149
26-Mar-17,Mar-17,13,EMP-8,Supervisor-2,54,17,420,9,9,22680
26-Mar-17,Mar-17,13,EMP-9,Supervisor-2,48,20,584,8.8,9,28032
26-Mar-17,Mar-17,13,EMP-10,Supervisor-2,37,14,323,8.8,9,11951
26-Mar-17,Mar-17,13,EMP-11,Supervisor-2,41,13,511,9,9,20951
26-Mar-17,Mar-17,13,EMP-12,Supervisor-2,56,20,371,7.8,9,20776
26-Mar-17,Mar-17,13,EMP-13,Supervisor-2,31,21,514,8.8,9,15934
26-Mar-17,Mar-17,13,EMP-14,Supervisor-2,58,22,397,8.8,9,23026
26-Mar-17,Mar-17,13,EMP-15,Supervisor-3,61,16,427,5.9,9,26047
26-Mar-17,Mar-17,13,EMP-16,Supervisor-3,57,5,587,6.9,9,33459
26-Mar-17,Mar-17,13,EMP-17,Supervisor-3,31,26,558,4.9,9,17298
26-Mar-17,Mar-17,13,EMP-18,Supervisor-3,44,20,595,9,9,26180
26-Mar-17,Mar-17,13,EMP-19,Supervisor-3,30,11,433,5.9,9,12990
26-Mar-17,Mar-17,13,EMP-20,Supervisor-3,36,14,525,6.9,9,18900
27-Mar-17,Mar-17,14,EMP-1,Supervisor-1,42,18,320,9,9,13440
27-Mar-17,Mar-17,14,EMP-2,Supervisor-1,58,15,431,9,9,24998
27-Mar-17,Mar-17,14,EMP-3,Supervisor-1,70,22,378,6.9,9,26460
27-Mar-17,Mar-17,14,EMP-4,Supervisor-1,58,7,533,6.9,9,30914
27-Mar-17,Mar-17,14,EMP-5,Supervisor-1,30,19,398,9,9,11940
27-Mar-17,Mar-17,14,EMP-6,Supervisor-2,66,17,443,8.8,9,29238
27-Mar-17,Mar-17,14,EMP-7,Supervisor-2,35,15,349,4.9,9,12215
27-Mar-17,Mar-17,14,EMP-8,Supervisor-2,59,25,570,4.9,9,33630
27-Mar-17,Mar-17,14,EMP-9,Supervisor-2,56,25,421,4.9,9,23576
27-Mar-17,Mar-17,14,EMP-10,Supervisor-2,67,10,460,9,9,30820
27-Mar-17,Mar-17,14,EMP-11,Supervisor-2,36,27,497,7.8,9,17892
27-Mar-17,Mar-17,14,EMP-12,Supervisor-2,60,24,302,9,9,18120
27-Mar-17,Mar-17,14,EMP-13,Supervisor-2,58,14,543,5.9,9,31494
27-Mar-17,Mar-17,14,EMP-14,Supervisor-2,56,20,526,6.9,9,29456
27-Mar-17,Mar-17,14,EMP-15,Supervisor-3,53,15,537,7.8,9,28461
27-Mar-17,Mar-17,14,EMP-16,Supervisor-3,65,9,364,4.9,9,23660
27-Mar-17,Mar-17,14,EMP-17,Supervisor-3,49,0,482,8.8,9,23618
27-Mar-17,Mar-17,14,EMP-18,Supervisor-3,44,19,543,8.8,9,23892
27-Mar-17,Mar-17,14,EMP-19,Supervisor-3,42,5,441,8.8,9,18522
27-Mar-17,Mar-17,14,EMP-20,Supervisor-3,48,19,325,5.9,9,15600
28-Mar-17,Mar-17,14,EMP-1,Supervisor-1,56,20,508,5.9,9,28448
28-Mar-17,Mar-17,14,EMP-2,Supervisor-1,43,25,373,8.8,9,16039
28-Mar-17,Mar-17,14,EMP-3,Supervisor-1,56,10,445,5.9,9,24920
28-Mar-17,Mar-17,14,EMP-4,Supervisor-1,67,15,325,9,9,21775
28-Mar-17,Mar-17,14,EMP-5,Supervisor-1,47,20,571,5.9,9,26837
28-Mar-17,Mar-17,14,EMP-6,Supervisor-2,67,25,506,8.8,9,33902
28-Mar-17,Mar-17,14,EMP-7,Supervisor-2,41,18,482,7.8,9,19762
